strain	region	country																				
India/AS-CSIR-NEIST-INSACOG-NEIST22-CIDIN1017/2022	Asia	India																				
India/AS-CSIR-NEIST-INSACOG-NEIST20-CID0330/2022	Asia	India																				
India/AS-CSIR-CID0244/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST25-CID0713/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST25-CID0667/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST25-CID0586/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST24-CID0507/2022	Asia	India																				
India/DL-ILBS-WGS4177/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST24-CID0492/2022	Asia	India																				
India/DL-ILBS-WGS4182/2022	Asia	India																				
India/DL-ILBS-WGS4226/2022	Asia	India																				
India/GJ-INSACOG-GBRC4001/2022	Asia	India																				
India/GJ-INSACOG-GBRC3998/2021	Asia	India																				
India/GJ-INSACOG-GBRC3978/2021	Asia	India																				
India/GJ-INSACOG-GBRC3950/2022	Asia	India																				
India/GJ-INSACOG-GBRC3949/2022	Asia	India																				
India/GJ-INSACOG-GBRC3947/2022	Asia	India																				
India/GJ-INSACOG-GBRC5693/2022	Asia	India																				
India/GJ-INSACOG-GBRC3933/2022	Asia	India																				
India/GJ-INSACOG-GBRC3931/2022	Asia	India																				
India/GJ-INSACOG-GBRC3930/2022	Asia	India																				
India/GJ-INSACOG-GBRC3784/2021	Asia	India																				
India/GJ-INSACOG-GBRC3698/2021	Asia	India																				
India/DL-NCDC-79099/2022	Asia	India																				
India/DL-NCDC-790945/2022	Asia	India																				
India/DL-NCDC-790937/2022	Asia	India																				
India/DL-NCDC-790932/2022	Asia	India																				
India/DL-NCDC-79093/2022	Asia	India																				
India/DL-NCDC-7909252/2022	Asia	India																				
India/DL-NCDC-790918/2022	Asia	India																				
India/DL-NCDC-7809382/2022	Asia	India																				
India/DL-NCDC-7809191/2022	Asia	India																				
India/DL-NCDC-7809135/2022	Asia	India																				
India/DL-NCDC-7709123/2022	Asia	India																				
India/DL-NCDC-7409384/2021	Asia	India																				
India/DL-NCDC-7209368/2021	Asia	India																				
India/DL-ILBS-WGS4269/2022	Asia	India																				
India/DL-ILBS-WGS4237/2022	Asia	India																				
India/DL-ILBS-WGS4223/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST23-CID0509/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST23-CID0501/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST23-CID0500/2022	Asia	India																				
India/MH-INSACOG-GBRC5346/2022	Asia	India																				
India/MH-INSACOG-GBRC4737/2022	Asia	India																				
India/MH-ICMR_MCL_22_732_9056/2022	Asia	India																				
India/MH-ICMR_MCL_21_2561_3_9055/2022	Asia	India																				
India/MH-ICMR_MCL_21_17_1_9044/2022	Asia	India																				
India/MH-ICMR_MCL_20_1576_25_9052/2022	Asia	India																				
India/MH-ICMR_MCL_20_1560_22_9036/2022	Asia	India																				
India/MH-ICMR_MCL_20_1448_9_9047/2022	Asia	India																				
India/MH-ICMR_MCL_20_1442_17_9037/2022	Asia	India																				
India/MH-ICMR_MCL_20_1428_26_9049/2022	Asia	India																				
India/MH-ICMR_MCL_20_1428_26_9031/2022	Asia	India																				
India/MH-ICMR_MCL_20_1422_28_9051/2022	Asia	India																				
India/MH-ICMR_MCL_20_1414_24_9033/2022	Asia	India																				
India/MH-ICMR_MCL_20_1408_20_9050/2022	Asia	India																				
India/MH-ICMR_MCL_20_1403_22_9042/2022	Asia	India																				
India/MH-ICMR_MCL_20_1399_15_9039/2022	Asia	India																				
India/MH-ICMR_MCL_20_1397_15_9045/2022	Asia	India																				
India/MH-ICMR_MCL_20_1389_36_9040/2022	Asia	India																				
India/LA-NCDC-790998/2022	Asia	India																				
India/LA-NCDC-7909180/2022	Asia	India																				
India/LA-NCDC-7909168/2022	Asia	India																				
India/LA-NCDC-7909129/2022	Asia	India																				
India/LA-NCDC-7909126/2022	Asia	India																				
India/LA-NCDC-7909116/2022	Asia	India																				
India/LA-INSACOG/NII-9/2022	Asia	India																				
India/LA-INSACOG/NII-66/2022	Asia	India																				
India/LA-INSACOG/NII-64/2022	Asia	India																				
India/MH-INSACOG-GBRC5373/2022	Asia	India																				
India/MH-INSACOG-GBRC5754/2022	Asia	India																				
India/MH-INSACOG-GBRC5887/2022	Asia	India																				
India/MH-INSACOG-GBRC5888/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST23-CID0496/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST22-CID0463/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST20-CID0281/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST20-CID0280/2022	Asia	India																				
India/AR-CSIR-NEIST-INSACOG-NEIST20-CID0276/2022	Asia	India																				
India/MH-INSACOGIP09961/2022	Asia	India																				
India/MH-INSACOGIP09957/2022	Asia	India																				
India/MH-INSACOGIP09953/2022	Asia	India																				
India/MH-INSACOGIP09951/2022	Asia	India																				
India/MH-INSACOGIP09950/2022	Asia	India																				
India/MH-INSACOGIP09949/2022	Asia	India																				
India/MH-INSACOGIP09948/2022	Asia	India																				
India/MH-INSACOGIP09946/2022	Asia	India																				
India/GJ-INSACOG-GBRC4013/2021	Asia	India																				
India/MH-INSACOGIP09944/2022	Asia	India																				
India/MH-INSACOGIP09940/2022	Asia	India																				
India/MH-INSACOGIP09935/2022	Asia	India																				
India/MH-INSACOGIP09933/2022	Asia	India																				
India/MH-INSACOGIP09932/2022	Asia	India																				
India/MH-INSACOGIP09930/2022	Asia	India																				
India/MH-INSACOGIP09929/2022	Asia	India																				
India/MH-INSACOGIP09926/2022	Asia	India																				
India/MH-INSACOGIP09925/2022	Asia	India																				
India/MH-INSACOGIP09923/2022	Asia	India																				
India/MH-INSACOGIP09922/2022	Asia	India																				
India/MH-INSACOGIP09921/2022	Asia	India																				
India/MH-INSACOGIP09920/2022	Asia	India																				
India/MH-INSACOG-GBRC5889/2022	Asia	India																				
India/MH-INSACOGIP09943/2022	Asia	India																				
India/GJ-INSACOG-GBRC4791/2022	Asia	India																				
India/GJ-INSACOG-GBRC4077/2021	Asia	India																				
India/GJ-INSACOG-GBRC4095/2021	Asia	India																				
India/GJ-INSACOG-GBRC4650/2022	Asia	India																				
India/GJ-INSACOG-GBRC4648/2022	Asia	India																				
India/GJ-INSACOG-GBRC4647/2022	Asia	India																				
India/GJ-INSACOG-GBRC4646/2022	Asia	India																				
India/GJ-INSACOG-GBRC4645/2022	Asia	India																				
India/GJ-INSACOG-GBRC4641/2022	Asia	India																				
India/GJ-INSACOG-GBRC4638/2022	Asia	India																				
India/GJ-INSACOG-GBRC4635/2022	Asia	India																				
India/GJ-INSACOG-GBRC4634/2022	Asia	India																				
India/GJ-INSACOG-GBRC4632/2022	Asia	India																				
India/GJ-INSACOG-GBRC4631/2022	Asia	India																				
India/GJ-INSACOG-GBRC4629/2022	Asia	India																				
India/GJ-INSACOG-GBRC4628/2022	Asia	India																				
India/GJ-INSACOG-GBRC4624/2022	Asia	India																				
India/GJ-INSACOG-GBRC4617/2022	Asia	India																				
India/GJ-INSACOG-GBRC4615/2022	Asia	India																				
India/GJ-INSACOG-GBRC4613/2022	Asia	India																				
India/MH-INSACOGIP09967/2022	Asia	India																				
India/GJ-INSACOG-GBRC4608/2022	Asia	India																				
India/GJ-INSACOG-GBRC4602/2022	Asia	India																				
India/GJ-INSACOG-GBRC4584/2022	Asia	India																				
India/GJ-INSACOG-GBRC4583/2022	Asia	India																				
India/GJ-INSACOG-GBRC4570/2022	Asia	India																				
India/GJ-INSACOG-GBRC4561/2022	Asia	India																				
India/GJ-INSACOG-GBRC4557/2022	Asia	India																				
India/GJ-INSACOG-GBRC4556/2022	Asia	India																				
India/GJ-INSACOG-GBRC4549/2022	Asia	India																				
India/GJ-INSACOG-GBRC4654/2022	Asia	India																				
India/GJ-INSACOG-GBRC4548/2022	Asia	India																				
India/GJ-INSACOG-GBRC4658/2022	Asia	India																				
India/GJ-INSACOG-GBRC4663/2022	Asia	India																				
India/GJ-INSACOG-GBRC4776/2022	Asia	India																				
India/GJ-INSACOG-GBRC4769/2022	Asia	India																				
India/GJ-INSACOG-GBRC4766/2022	Asia	India																				
India/GJ-INSACOG-GBRC4755/2022	Asia	India																				
India/GJ-INSACOG-GBRC4754/2022	Asia	India																				
India/GJ-INSACOG-GBRC4746/2022	Asia	India																				
India/GJ-INSACOG-GBRC4744/2022	Asia	India																				
India/GJ-INSACOG-GBRC4742/2022	Asia	India																				
India/GJ-INSACOG-GBRC4733/2022	Asia	India																				
India/GJ-INSACOG-GBRC4710/2022	Asia	India																				
India/GJ-INSACOG-GBRC4707/2022	Asia	India																				
India/GJ-INSACOG-GBRC4706/2022	Asia	India																				
India/GJ-INSACOG-GBRC4705/2022	Asia	India																				
India/GJ-INSACOG-GBRC4704/2022	Asia	India																				
India/GJ-INSACOG-GBRC4701/2022	Asia	India																				
India/GJ-INSACOG-GBRC4699/2022	Asia	India																				
India/GJ-INSACOG-GBRC4698/2022	Asia	India																				
India/GJ-INSACOG-GBRC4697/2022	Asia	India																				
India/GJ-INSACOG-GBRC4692/2022	Asia	India																				
India/GJ-INSACOG-GBRC4687/2022	Asia	India																				
India/GJ-INSACOG-GBRC4681/2022	Asia	India																				
India/GJ-INSACOG-GBRC4678/2022	Asia	India																				
India/GJ-INSACOG-GBRC4677/2022	Asia	India																				
India/GJ-INSACOG-GBRC4675/2022	Asia	India																				
India/GJ-INSACOG-GBRC4674/2022	Asia	India																				
India/GJ-INSACOG-GBRC4673/2022	Asia	India																				
India/GJ-INSACOG-GBRC4666/2022	Asia	India																				
India/GJ-INSACOG-GBRC4660/2022	Asia	India																				
India/GJ-INSACOG-GBRC4547/2022	Asia	India																				
India/GJ-INSACOG-GBRC4544/2022	Asia	India																				
India/GJ-INSACOG-GBRC4529/2022	Asia	India																				
India/GJ-INSACOG-GBRC4374/2022	Asia	India																				
India/GJ-INSACOG-GBRC4371/2022	Asia	India																				
India/GJ-INSACOG-GBRC4368/2022	Asia	India																				
India/GJ-INSACOG-GBRC4364/2022	Asia	India																				
India/GJ-INSACOG-GBRC4353/2022	Asia	India																				
India/GJ-INSACOG-GBRC4342/2022	Asia	India																				
India/GJ-INSACOG-GBRC4340/2022	Asia	India																				
India/GJ-INSACOG-GBRC4326/2022	Asia	India																				
India/GJ-INSACOG-GBRC4319/2022	Asia	India																				
India/GJ-INSACOG-GBRC4316/2022	Asia	India																				
India/GJ-INSACOG-GBRC4314/2022	Asia	India																				
India/GJ-INSACOG-GBRC4313/2022	Asia	India																				
India/GJ-INSACOG-GBRC4310/2022	Asia	India																				
India/GJ-INSACOG-GBRC4306/2022	Asia	India																				
India/GJ-INSACOG-GBRC4293/2022	Asia	India																				
India/GJ-INSACOG-GBRC4256/2022	Asia	India																				
India/GJ-INSACOG-GBRC4255/2022	Asia	India																				
India/GJ-INSACOG-GBRC4245/2022	Asia	India																				
India/GJ-INSACOG-GBRC4243/2022	Asia	India																				
India/GJ-INSACOG-GBRC4230/2022	Asia	India																				
India/GJ-INSACOG-GBRC4225/2022	Asia	India																				
India/GJ-INSACOG-GBRC4203/2022	Asia	India																				
India/GJ-INSACOG-GBRC4140/2022	Asia	India																				
India/GJ-INSACOG-GBRC4138/2021	Asia	India																				
India/GJ-INSACOG-GBRC4131/2021	Asia	India																				
India/GJ-INSACOG-GBRC4118/2021	Asia	India																				
India/GJ-INSACOG-GBRC4111/2021	Asia	India																				
India/GJ-INSACOG-GBRC4378/2022	Asia	India																				
India/GJ-INSACOG-GBRC4379/2022	Asia	India																				
India/GJ-INSACOG-GBRC4381/2022	Asia	India																				
India/GJ-INSACOG-GBRC4387/2022	Asia	India																				
India/GJ-INSACOG-GBRC4524/2022	Asia	India																				
India/GJ-INSACOG-GBRC4520/2022	Asia	India																				
India/GJ-INSACOG-GBRC4516/2022	Asia	India																				
India/GJ-INSACOG-GBRC4500/2022	Asia	India																				
India/GJ-INSACOG-GBRC4493/2022	Asia	India																				
India/GJ-INSACOG-GBRC4492/2022	Asia	India																				
India/GJ-INSACOG-GBRC4490/2022	Asia	India																				
India/GJ-INSACOG-GBRC4487/2022	Asia	India																				
India/GJ-INSACOG-GBRC4483/2022	Asia	India																				
India/GJ-INSACOG-GBRC4480/2022	Asia	India																				
India/GJ-INSACOG-GBRC4479/2022	Asia	India																				
India/GJ-INSACOG-GBRC4474/2022	Asia	India																				
India/GJ-INSACOG-GBRC4472/2022	Asia	India																				
India/GJ-INSACOG-GBRC4094/2021	Asia	India																				
India/GJ-INSACOG-GBRC4466/2022	Asia	India																				
India/GJ-INSACOG-GBRC4452/2022	Asia	India																				
India/GJ-INSACOG-GBRC4449/2022	Asia	India																				
India/GJ-INSACOG-GBRC4448/2022	Asia	India																				
India/GJ-INSACOG-GBRC4447/2022	Asia	India																				
India/GJ-INSACOG-GBRC4420/2022	Asia	India																				
